Bitcoin,Ethereum,Cardano,Dogecoin,Ripple,Dai,Plkadot,Polygon,Solana,Binancecoin
11878.3720703125,416.4397888183594,0.13364200294017792,0.003459000028669834,0.2925730049610138,1.0083739757537842,2.9000799655914307,0.026708999648690224,3.2082669734954834,23.092575073242188
11592.4892578125,389.1263427734375,0.12375999987125397,0.003392999991774559,0.2806819975376129,1.0049690008163452,2.875027894973755,0.024932000786066055,2.9436678886413574,22.12899398803711
11681.8251953125,395.83514404296875,0.12527599930763245,0.003441999899223447,0.286545991897583,1.0001850128173828,4.484690189361572,0.02615099959075451,3.020885944366455,22.23982048034668
11664.84765625,391.3844909667969,0.12159500271081924,0.003413999918848276,0.28538599610328674,1.0016740560531616,3.9670660495758057,0.025307999923825264,3.3224310874938965,21.87084197998047
11774.595703125,408.1441955566406,0.12448800355195999,0.0034179999493062496,0.28921499848365784,1.0144100189208984,4.602613925933838,0.027981000021100044,3.3449859619140625,22.605852127075195
11366.134765625,384.00103759765625,0.11329200118780136,0.0033050000201910734,0.2779270112514496,1.0159159898757935,5.523393154144287,0.025861000642180443,3.264849901199341,21.475366592407227
11488.36328125,386.46612548828125,0.1152850016951561,0.0033030000049620867,0.2774910032749176,1.0129319429397583,6.081716060638428,0.02690500020980835,3.5583748817443848,22.277305603027344
11323.3974609375,382.63262939453125,0.10682400315999985,0.0032029999420046806,0.26451098918914795,1.0090420246124268,5.6283369064331055,0.02573700062930584,3.4450600147247314,23.080753326416016
11542.5,395.8746643066406,0.1094530001282692,0.0032679999712854624,0.2720459997653961,1.014955997467041,6.159955024719238,0.026854999363422394,4.011393070220947,23.133811950683594
11506.865234375,399.9214782714844,0.11671199649572372,0.0032820000778883696,0.27449700236320496,1.028799057006836,6.159142971038818,0.027682999148964882,3.968808889389038,23.011272430419922
11711.505859375,428.3957214355469,0.11743699759244919,0.0032999999821186066,0.28303399682044983,1.0271060466766357,5.8698811531066895,0.027178000658750534,4.4358229637146,23.644914627075195
11680.8203125,435.0797424316406,0.12268800288438797,0.0032210000790655613,0.28176599740982056,1.0224260091781616,6.300020217895508,0.026573000475764275,4.782045841217041,23.193050384521484
11970.478515625,477.0519104003906,0.1254110038280487,0.0032560001127421856,0.2956959903240204,1.0127079486846924,6.288766860961914,0.025613000616431236,4.344515800476074,24.82209587097168
11414.0341796875,440.0404968261719,0.11561299860477448,0.0031220000237226486,0.27646100521087646,1.0051840543746948,6.139464855194092,0.023509999737143517,4.1644721031188965,24.69036293029785
10245.296875,385.67193603515625,0.09615399688482285,0.0028019999153912067,0.24658000469207764,1.0269479751586914,5.747868061065674,0.01939300075173378,3.5273399353027344,20.61988639831543
10511.8134765625,388.24114990234375,0.10244499891996384,0.0028989999555051327,0.25588300824165344,1.0255800485610962,5.146038055419922,0.019456999376416206,3.5457940101623535,21.056106567382812
10169.5673828125,335.26007080078125,0.08992300182580948,0.0027580000460147858,0.2376919984817505,1.029191017150879,4.122313022613525,0.01801699958741665,2.5979158878326416,19.47876739501953
10280.3515625,353.3622741699219,0.09306000173091888,0.00278700003400445,0.24073100090026855,1.0203499794006348,4.799468040466309,0.018787000328302383,3.086042881011963,23.190662384033203
10369.5634765625,352.6734924316406,0.09333299845457077,0.002810999983921647,0.24217399954795837,1.0275360345840454,4.594668865203857,0.018834000453352928,2.928528070449829,22.393306732177734
10131.5166015625,337.60211181640625,0.09101100265979767,0.002756000030785799,0.23675300180912018,1.0313090085983276,4.2743239402771,0.018250999972224236,2.4689769744873047,23.190248489379883
10242.34765625,351.1100158691406,0.09334900230169296,0.002778999973088503,0.2396090030670166,1.0313620567321777,4.708939075469971,0.020152000710368156,3.636378049850464,24.530290603637695
10363.138671875,368.1018981933594,0.09715600311756134,0.002804999938234687,0.2435300052165985,1.0423369407653809,4.5815839767456055,0.020475000143051147,3.469836950302124,24.55988883972168
10400.9150390625,374.6955871582031,0.09698899835348129,0.0028059999458491802,0.24329200387001038,1.0435149669647217,4.645566940307617,0.021206000819802284,3.4274280071258545,25.451414108276367
10442.1708984375,387.18310546875,0.09759800136089325,0.002819000044837594,0.24781399965286255,1.0337940454483032,5.1370368003845215,0.02098100073635578,3.332659959793091,28.529848098754883
10323.755859375,365.57000732421875,0.09485600143671036,0.0027759999502450228,0.24180099368095398,1.0266380310058594,5.2979512214660645,0.019814999774098396,3.2258388996124268,31.058629989624023
10680.837890625,377.26885986328125,0.09676899760961533,0.0028029999230057,0.2463269978761673,1.031425952911377,5.3487091064453125,0.020138999447226524,3.2691330909729004,31.17864227294922
10796.951171875,364.8392028808594,0.09349600225687027,0.002831999910995364,0.2438499927520752,1.0284630060195923,5.095705986022949,0.02050499990582466,2.9391210079193115,27.202390670776367
10974.9052734375,365.8122863769531,0.09165000170469284,0.0028260000981390476,0.24784700572490692,1.0143359899520874,5.080321788787842,0.019857000559568405,2.5453989505767822,27.9645938873291
10948.990234375,389.01922607421875,0.09421700239181519,0.002814000006765127,0.25219398736953735,1.0208760499954224,5.336300849914551,0.020431000739336014,2.891874074935913,26.99312973022461
10944.5859375,384.3645324707031,0.09108100086450577,0.0028039999306201935,0.2507070004940033,1.0207979679107666,5.245763778686523,0.02102999947965145,3.1079399585723877,27.39948081970215
11094.3466796875,385.54437255859375,0.09165699779987335,0.0027940000873059034,0.2517159879207611,1.0179760456085205,4.925411224365234,0.020912999287247658,3.028891086578369,27.25111198425293
10938.271484375,371.0528259277344,0.08943299949169159,0.0027779999654740095,0.24674299359321594,1.0130139589309692,4.672449111938477,0.021959999576210976,2.8709030151367188,26.392133712768555
10462.259765625,341.78607177734375,0.08042799681425095,0.002630000002682209,0.232137992978096,1.013867974281311,4.094596862792969,0.018946999683976173,2.7825090885162354,23.267879486083984
10538.4599609375,344.503173828125,0.08175399899482727,0.002655999967828393,0.23341700434684753,1.0116519927978516,4.174462795257568,0.01964700035750866,2.9155189990997314,24.100740432739258
10246.1865234375,321.1163024902344,0.07676299661397934,0.0025599999353289604,0.22122099995613098,1.01242196559906,4.031414985656738,0.017709000036120415,2.836756944656372,22.856977462768555
10760.06640625,349.3555908203125,0.08281700313091278,0.0026279999874532223,0.23290500044822693,1.0122079849243164,4.381972789764404,0.018986999988555908,3.1327149868011475,24.61382484436035
10692.716796875,352.1832580566406,0.09684500098228455,0.002698000054806471,0.24192200601100922,1.0106550455093384,4.42095422744751,0.01914599910378456,3.1886119842529297,24.663387298583984
10750.7236328125,355.48809814453125,0.09556400030851364,0.002715999959036708,0.24216000735759735,1.011826992034912,4.347661972045898,0.018928000703454018,3.1347029209136963,26.221181869506836
10775.26953125,357.4385070800781,0.10128699988126755,0.0026920000091195107,0.2427549958229065,1.0101920366287231,4.310280799865723,0.01873599924147129,3.152946949005127,26.199216842651367
10709.65234375,355.159423828125,0.10066699981689453,0.0026519999373704195,0.2418619990348816,1.011607050895691,4.397861003875732,0.01888599991798401,2.9566779136657715,26.97960662841797
10844.640625,359.75738525390625,0.10118100047111511,0.002684999955818057,0.24317699670791626,1.0085690021514893,4.500452041625977,0.0196749996393919,2.9464330673217773,28.842979431152344
10784.4912109375,359.9378662109375,0.10106199979782104,0.002630000002682209,0.241784006357193,1.0103909969329834,4.349781036376953,0.020152999088168144,2.897876024246216,29.290876388549805
10619.4521484375,353.2059020996094,0.09786500036716461,0.002615999896079302,0.2382490038871765,1.0075509548187256,4.3438310623168945,0.0189800001680851,2.861027956008911,27.43197250366211
10575.974609375,346.2389221191406,0.09292100369930267,0.002583000110462308,0.23411700129508972,1.013092041015625,4.123178958892822,0.018271999433636665,2.6260828971862793,27.285680770874023
10549.3291015625,346.5220947265625,0.09341300278902054,0.002598999999463558,0.2329380065202713,1.0094319581985474,4.0700459480285645,0.018549999222159386,2.5473029613494873,28.20231056213379
10669.5830078125,352.5790100097656,0.09634800255298615,0.002635000040754676,0.2476850003004074,1.010880947113037,4.173911094665527,0.018602000549435616,2.5159950256347656,28.9438533782959
10793.33984375,353.956787109375,0.09754399955272675,0.002612000098451972,0.2508159875869751,1.0125750303268433,4.172699928283691,0.018841000273823738,2.657644033432007,28.659103393554688
10604.40625,340.81585693359375,0.09280800074338913,0.0026110000908374786,0.2453410029411316,1.0111650228500366,3.75616192817688,0.01716499961912632,2.1762499809265137,27.714527130126953
10668.96875,341.80865478515625,0.09380000084638596,0.0025949999690055847,0.248539000749588,1.0068390369415283,3.858798027038574,0.016958000138401985,2.2917959690093994,27.704835891723633
10915.685546875,350.7661437988281,0.09615200012922287,0.002595999976620078,0.2514539957046509,1.0103130340576172,4.102642059326172,0.016631999984383583,2.365220069885254,27.705310821533203
11064.4580078125,365.5904846191406,0.10192500054836273,0.002652999944984913,0.25349101424217224,1.0117310285568237,4.262467861175537,0.017093999311327934,2.5398590564727783,28.445030212402344
11296.361328125,370.96759033203125,0.10502500087022781,0.0026549999602138996,0.25429001450538635,1.0117100477218628,4.252954959869385,0.01720700040459633,2.406090021133423,28.31248664855957
11384.181640625,375.1420593261719,0.10653799772262573,0.0026740001048892736,0.25571900606155396,1.0072530508041382,4.262162208557129,0.017854999750852585,2.4265780448913574,28.555580139160156
11555.36328125,387.73126220703125,0.11003399640321732,0.0026730000972747803,0.2564460039138794,1.0115439891815186,4.319948196411133,0.01790500059723854,2.5870718955993652,30.71468162536621
11425.8994140625,381.1907653808594,0.10885199904441833,0.002635000040754676,0.2563230097293854,1.0091350078582764,4.2494001388549805,0.017697999253869057,2.404910087585449,30.706745147705078
11429.5068359375,379.4840393066406,0.10729700326919556,0.0026370000559836626,0.2494480013847351,1.008178949356079,4.199113845825195,0.01723499968647957,2.3146350383758545,30.912118911743164
11495.349609375,377.44183349609375,0.10663499683141708,0.002592999953776598,0.24593999981880188,1.0113320350646973,4.096810817718506,0.017190000042319298,2.2664361000061035,31.29586410522461
11322.123046875,366.22900390625,0.10406400263309479,0.002612000098451972,0.24044300615787506,1.00928795337677,3.909528970718384,0.016253000125288963,2.149385929107666,29.99489974975586
11358.1015625,368.8559265136719,0.10610400140285492,0.002581000095233321,0.24093100428581238,1.0075169801712036,3.967252016067505,0.016742000356316566,2.201843023300171,30.24823570251465
11483.359375,378.21368408203125,0.10738799721002579,0.0025859999004751444,0.24222500622272491,1.0066889524459839,4.104650974273682,0.0168869998306036,2.2142670154571533,30.659523010253906
11742.037109375,379.93560791015625,0.10867699980735779,0.002589999930933118,0.24596400558948517,1.0118629932403564,3.9905920028686523,0.01620499975979328,2.058079957962036,29.925067901611328
11916.3349609375,369.13690185546875,0.1024940013885498,0.002601000014692545,0.24357299506664276,1.008160948753357,3.9103429317474365,0.01563199982047081,1.8886719942092896,28.803443908691406
